id,target
250,0.5554965498259417
251,0.18880893866937926
252,0.20620994594144768
253,0.38754893769909754
254,0.6306303707740468
255,0.6168669766777712
256,0.5426183102665487
257,0.1605587130165305
258,0.42596319055966736
259,0.9013185574020817
260,0.2116699300570749
261,0.6776947943900525
262,0.2971151594603236
263,0.6820777345865572
264,0.376342895982924
265,0.08558112522684955
266,0.04109942621687756
267,0.09575548956982427
268,0.1460369677932913
269,0.38410215264849035
270,0.09591711349183246
271,0.4666324698801168
272,0.02130743477017
273,0.03746273908420712
274,0.2589126423228418
275,0.503985236132324
276,0.11076205363716668
277,0.08165342586704885
278,0.2359477537299141
279,0.06674713146731018
280,0.25274324790872793
281,0.4276012059892056
282,0.026884351561947482
283,0.12774057946855488
284,0.2474690343767134
285,0.4792460854730948
286,0.1904097791868119
287,0.10427607435206422
288,0.14194351859944618
289,0.10528262172999049
290,0.18566258824572246
291,0.3107822800764281
292,0.154730370940144
293,0.0705789173590682
294,0.08252030112045203
295,0.024329107369185567
296,0.7116005642998574
297,0.6583219430835177
298,0.0547099931134126
299,0.30778422550976836
300,0.7584467072712506
301,0.06232133309277263
302,0.07987929183387334
303,0.9235349466058327
304,0.5988731484425279
305,0.04155391010277605
306,0.1689243723306222
307,0.03242735524626645
308,0.07923133239164458
309,0.1507618311996256
310,0.665298633091729
311,0.07662815662390637
312,0.4052844850962823
313,0.639427958809182
314,0.08995983758442835
315,0.09301468408772351
316,0.5176320451198517
317,0.01762877190255812
318,0.046463609186116694
319,0.28663183421269167
320,0.014614674148698714
321,0.3159796296637513
322,0.11154936309426068
323,0.2701921374026827
324,0.07053364081146528
325,0.6734707439305532
326,0.19263731471514847
327,0.16035423177133032
328,0.26495594474776474
329,0.12614261024400528
330,0.20635989598397203
331,0.35867093887233836
332,0.6303079042933369
333,0.43801821766507537
334,0.4708301686861345
335,0.3804367963420001
336,0.42833123974229187
337,0.13466285136001407
338,0.18970246718381564
339,0.316469729746689
340,0.5742293352049488
341,0.7567495594761529
342,0.031733705453158116
343,0.08210142668000577
344,0.030520876526934724
345,0.09870847896211812
346,0.10192499532338385
347,0.2706614723700193
348,0.8557507495158284
349,0.5800093846645937
350,0.23053982386434912
351,0.025761668134101592
352,0.060579641796284306
353,0.126716582576284
354,0.06791188663786893
355,0.25111543235838846
356,0.0480993271094639
357,0.1476363138485925
358,0.42216836167810307
359,0.14637323719567555
360,0.5494092964878763
361,0.1744863531199858
362,0.17635477280998832
363,0.18372115088257077
364,0.84947851763317
365,0.03856526591334625
366,0.6088868005804504
367,0.028846286227109982
368,0.29449560287477217
369,0.13075210208014107
370,0.35887216845465103
371,0.45893634359567215
372,0.5794983031478392
373,0.10023080047967547
374,0.04325029227368389
375,0.11570597441125613
376,0.10984496283708585
377,0.29240712191960494
378,0.39649380426565645
379,0.26782883135568386
380,0.4098528883277368
381,0.5008925301736049
382,0.2841186366344209
383,0.686001521519154
384,0.08601830268913947
385,0.2765537650573738
386,0.3583047682862699
387,0.1533959524576549
388,0.26588275003565776
389,0.18421216286703254
390,0.2785136746041355
391,0.15956166490985424
392,0.18184079448456017
393,0.10290836649354416
394,0.04824207813105314
395,0.40806584667329954
396,0.5564548304452299
397,0.45599836413992273
398,0.13928745076535823
399,0.32649857885854217
400,0.05455900204937875
401,0.3800077398568659
402,0.3043885608019861
403,0.05429301639430018
404,0.18079966855604782
405,0.018468785219428855
406,0.4372464399357593
407,0.41096653533491384
408,0.11657673694933966
409,0.6743232582691685
410,0.4958858146893309
411,0.2196153324876873
412,0.08202570528107801
413,0.15749044586080413
414,0.027099363257175883
415,0.5427314805242979
416,0.7105101993700534
417,0.1574083229418499
418,0.251926311045674
419,0.08971080291771066
420,0.4373456281012043
421,0.17321418316825404
422,0.0169768281005533
423,0.2084410938855526
424,0.1816319831625939
425,0.11710659883798406
426,0.36821454463571457
427,0.039307974287767194
428,0.020724617019294914
429,0.1964577698277606
430,0.36099501689393676
431,0.07932432284919509
432,0.3905127466468982
433,0.5152680859454749
434,0.0975341419704025
435,0.4421022354090802
436,0.22462301805445356
437,0.1415762377294125
438,0.16226361939698083
439,0.3217318036537664
440,0.0257133545600827
441,0.049345487100313286
442,0.21877302985365868
443,0.025933859570645854
444,0.055827303795791546
445,0.043792280266898666
446,0.6952064348192343
447,0.45109353325887064
448,0.12638693996023254
449,0.012225914660998772
450,0.04268318835450599
451,0.17218393711572844
452,0.357653413288578
453,0.0667438176291102
454,0.25813760197886415
455,0.12260752326409735
456,0.0659197110856936
457,0.09174780502446289
458,0.07350949812299967
459,0.02286230724286815
460,0.30007884164327103
461,0.7374183484708965
462,0.2177721210429242
463,0.06703918710922098
464,0.13930559481614743
465,0.25087679086833303
466,0.2389940286704493
467,0.07871126800982421
468,0.1523704682265198
469,0.42102116055560396
470,0.3272581675061376
471,0.14469043665036205
472,0.09555303184434895
473,0.47842774243451663
474,0.2482444837147978
475,0.6694192295888892
476,0.07736744025996947
477,0.1166045511658961
478,0.59343034032305
479,0.2237615959823131
480,0.28001121167025134
481,0.060519386486621925
482,0.030162995126758095
483,0.1975129521923943
484,0.3035818517890838
485,0.015555682937855616
486,0.3412475874294531
487,0.03311342322231978
488,0.26488207850783957
489,0.059872594175511745
490,0.8972082620980281
491,0.15617613239995556
492,0.08305999174350483
493,0.676217667602081
494,0.5915332203552409
495,0.29401563989979224
496,0.32461643721954975
497,0.4030877234555048
498,0.040069574619110794
499,0.20071972378113753
500,0.08042290546739145
501,0.5554626693527644
502,0.04965501804940891
503,0.023904377245684547
504,0.09801792233992562
505,0.3675642195501973
506,0.16424519882346406
507,0.3716655763346969
508,0.04360852726131862
509,0.33126822551904245
510,0.05256156606059219
511,0.04465607738782564
512,0.30480248038564944
513,0.15983611157341346
514,0.045058856386045204
515,0.8554987756875512
516,0.06761755097212106
517,0.08497967738516063
518,0.2263919619503293
519,0.17264155076029225
520,0.7750570186500885
521,0.8267342116736441
522,0.042836732290484396
523,0.012200897445705986
524,0.2295597779813958
525,0.1227869197038343
526,0.4595459561681327
527,0.3488845997255053
528,0.0059388236100508
529,0.5360948305386628
530,0.28159222405185014
531,0.039917911265061196
532,0.0256961743743646
533,0.13892545747646198
534,0.7807888812061962
535,0.049674985766536
536,0.058536473571076456
537,0.2894564795928716
538,0.039438257664704324
539,0.2242497211454885
540,0.13658783798953308
541,0.34955099017884733
542,0.4424645029255149
543,0.04555490726508149
544,0.47659777735035486
545,0.1181589848224463
546,0.19728579058415888
547,0.09974456425420661
548,0.07953317664049292
549,0.12731011239546836
550,0.2605467476167561
551,0.21745075231911393
552,0.2071954677024093
553,0.19477558825695063
554,0.1418364529208342
555,0.04692529452344427
556,0.20834393116712382
557,0.30815607645881543
558,0.04487090835493012
559,0.09210412701647126
560,0.5566765013246534
561,0.39046146481507693
562,0.6780950863404694
563,0.015472454454712336
564,0.042143515981015595
565,0.7058279888333167
566,0.0607278990617657
567,0.05957140910263092
568,0.34806964697606674
569,0.0791183574012094
570,0.41541730888535366
571,0.06283880598748359
572,0.013685681861120897
